id,image_width,image_height,box_count,box_size_avg,box_dist_avg,box_normalized_count,box_normalized_count (above average),box_normalized_count (below average),box_normalized_size_avg,box_normalized_dist_avg,normalization_warp_ratio,box_normalized_plus_dist_avg,d_box_norm_above_size,d_box_norm_below_size,d_box_normalized_points_far_distance,risk_level,risk_level,risk_level
197,4032,3024,308,77.74561688,4.405827815,277,31,0,67.64711191,4.405827815,0.100649351,3.782239806,0,0,0,2,3,2.5
198,2592,1729,386,20.15121753,3.509387755,227,42,39,18.42070485,3.509387755,0.262987013,18.79431794,2.89221902,2.607492795,5784.692976,3,4,3.5
199,3872,2592,907,37.05446009,2.097203791,434,71,134,34.85,2.097203791,0.320813772,5.319982076,7.716235446,6.584747779,3754.568567,3,5,4
200,5521,3680,113,130.7034158,16.21329966,88,7,6,114.2860795,16.21329966,0.128712871,9.032190399,5.084579439,4.859598048,592.5557173,2,4,3
201,4135,2757,231,84.12251309,6.759078483,160,11,20,87.1428125,6.759078483,0.162303665,7.104874328,5.41563981,4.970197575,1242.861878,3,3,3
202,1920,1080,176,20.85517241,5.174528302,64,22,30,16.92109375,5.174528302,0.448275862,22.89319351,6.079794521,5.078010196,1251.784664,2,2,2
203,6720,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,737,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,5184,3456,80,173.4606552,34.87356387,37,10,11,154.6626486,34.87356387,0.362068966,23.9022305,36.91536232,32.30094203,897.0994028,2,2,2
206,4683,2694,57,62.29298246,30.24342105,53,4,0,57.28962264,30.24342105,0.070175439,44.5380481,0,0,0,1,2,1.5
207,3024,4032,215,45.78930233,4.632938389,201,14,0,43.09452736,4.632938389,0.065116279,10.40506056,0,0,0,3,4,3.5
208,1400,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1692,1132,381,35.15595745,2.620290393,110,52,73,31.53931818,2.620290393,0.531914894,8.825285614,5.456980519,4.425740106,2157.954909,3,3,3
210,2000,1333,101,25.0584507,7.634964789,45,11,15,22.97222222,7.634964789,0.366197183,29.95172426,5.588372093,4.813746258,1477.039668,2,2,2
211,2000,1338,345,52.24623188,2.44423716,345,0,0,52.24623188,2.44423716,0,5.163817318,0,0,0,3,4,3.5
212,4608,3456,1270,28.42692913,1.765743945,1202,68,0,27.3983777,1.765743945,0.053543307,5.597876197,0,0,0,3,4,3.5
213,3480,4640,145,98.54295775,23.64330986,22,12,37,72.84318182,23.64330986,0.690140845,21.1843658,15.5,11.65172414,1464.880371,2,2,2
214,5184,3456,96,71.107625,14.95148936,93,3,0,65.65967742,14.95148936,0.03125,4.208148958,0,0,0,2,2,2
215,4000,3000,43,70.51829268,14.51219512,35,5,1,58.42428571,14.51219512,0.146341463,21.55426587,0.932142857,0.932142857,892.0011706,2,3,2.5
216,259,194,91,7.673797101,1.189070048,48,10,11,6.818166667,1.189070048,0.304347826,11.83313075,1.075,0.956868132,1114.136282,2,2,2
217,1620,1080,75,25.36190476,8.026744486,51,6,6,24.99411765,8.026744486,0.19047619,11.99603555,1.786231884,1.667149758,853.805658,2,3,2.5
218,2160,1438,241,25.90965665,3.23768043,209,20,4,24.34210526,3.23768043,0.103004292,17.03080523,0.312236287,0.308349528,3581.509441,2,3,2.5
219,5915,3944,138,134.9131346,20.71660948,74,13,17,129.9067027,20.71660948,0.288461538,18.03568287,14.46952066,12.79189508,1170.734789,3,4,3.5
220,1280,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,4000,3000,19,272.0210526,67.35852472,19,0,0,272.0210526,67.35852472,0,9.049494991,0,0,0,2,2,2
222,5184,3456,125,33.19297521,10.66016529,113,6,2,32.52168142,10.66016529,0.066115702,19.5835743,0.713414634,0.707707317,3852.669613,3,4,3.5
223,5184,3456,174,94.77117647,10.22571429,165,3,2,94.56121212,10.22571429,0.029411765,10.6059013,0.774709302,0.77025695,1060.591312,2,3,2.5
224,4640,3480,50,56.88645833,23.94765625,42,5,1,49.70714286,23.94765625,0.125,35.27589493,2.612244898,2.612244898,283.712482,2,2,2
225,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1500,980,150,62.7072,3.879539285,132,18,0,55.85075758,3.879539285,0.12,6.583996364,0,0,0,3,5,4
227,4032,3024,1637,11.69368357,0.859129844,1593,44,0,8.370372881,0.859129844,0.026878436,10.55091901,0,0,0,3,3,3
228,3840,816,376,20.00970497,3.333717105,241,54,27,17.28392116,3.333717105,0.251552795,23.94462388,1.160458453,1.080213985,5990.954316,2,3,2.5
229,3000,2000,255,59.57901235,4.11865942,222,15,6,56.78018018,4.11865942,0.086419753,8.264769829,1.453012048,1.424521616,1249.137072,3,4,3.5
230,2765,2074,57,71.8104,26.01303333,7,2,16,58.74828571,26.01303333,0.72,20.62623954,23.45804878,17.28487805,439.54653,1,2,1.5
231,1890,1062,395,22.59401294,1.468926979,205,61,43,19.91609756,1.468926979,0.336569579,9.854153593,4.475710227,3.999811925,2638.322789,3,4,3.5
232,2016,1512,15,231.272,41.832,13,2,0,209.1636923,41.832,0.133333333,11.38206145,0,0,0,1,3,2
233,1880,1160,122,40.65254237,5.616593567,103,13,2,33.65533981,5.616593567,0.127118644,6.920761683,0.57375,0.569047131,327.4786751,2,3,2.5
234,3024,4032,84,168.7259091,14.69960859,14,10,20,155,14.69960859,0.681818182,14.00754315,48.70546875,37.68875558,499.2013371,2,2,2
235,3840,2160,183,101.5726257,7.868715084,166,11,2,98.13960843,7.868715084,0.072625698,4.603428457,1.379834254,1.372294176,1086.139817,2,3,2.5
236,5184,3456,234,78.28571795,8.378761062,221,13,0,74.06017195,8.378761062,0.055555556,6.646977304,0,0,0,2,3,2.5
237,1000,666,175,10.26986755,2.595543735,115,24,12,9.476956522,2.595543735,0.238410596,16.71691196,0.907361963,0.850327783,2589.867769,2,2,2
238,4240,2384,223,43.55342466,6.767544715,201,16,2,41.29477612,6.767544715,0.082191781,17.49353284,0.484162896,0.481991762,3071.823033,2,3,2.5
239,2400,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4272,2848,124,78.86862857,19.53419118,33,10,27,70.17121212,19.53419118,0.528571429,17.68445507,26.20773196,20.71256235,806.9370454,2,2,2
241,4320,2880,713,55.09637681,3.105353319,285,83,115,48.39087719,3.105353319,0.409937888,5.524286248,12.24966555,10.2910935,2905.962838,3,4,3.5
242,2592,1728,1318,22.81610546,0.831006224,869,65,128,23.37304028,0.831006224,0.18173258,3.72057689,2.709243697,2.448186073,4330.512627,4,5,4.5
243,2592,1936,19,202.1416667,61.19911111,11,2,2,199.9113636,61.19911111,0.266666667,34.87389325,16.2,15.34736842,539.3069722,1,2,1.5
244,6016,4000,40,372.12875,49.46666667,38,2,0,358.7815789,49.46666667,0.05,10.83943881,0,0,0,3,4,3.5
245,3000,2000,1586,10.91046271,0.63367323,1311,68,69,9.28668955,0.63367323,0.09461326,2.524626045,0.361766645,0.346255843,3556.777773,3,2,2.5
246,1600,1200,223,18.17847534,3.148325359,204,19,0,16.73480392,3.148325359,0.085201794,20.70780379,0,0,0,2,2,2
247,7952,5304,38,282.4118421,42.14634732,38,0,0,282.4118421,42.14634732,0,11.2417173,0,0,0,2,3,2.5
248,1440,959,27,25.40185185,14.11824999,26,1,0,24.71730769,14.11824999,0.037037037,44.88567752,0,0,0,2,1,1.5
249,4640,3480,168,27.29242424,8.906346154,98,16,18,27.44234694,8.906346154,0.257575758,49.20588517,3.333333333,2.996031746,6875.629026,2,1,1.5
250,1920,1536,227,21.20547264,2.500310881,166,22,13,18.83584337,2.500310881,0.174129353,13.88586475,1.047663551,0.992280456,3404.474711,2,2,2
251,5758,3839,1642,25.78967742,1.122426308,1254,250,46,21.42101276,1.122426308,0.190967742,3.768975572,0.498120301,0.484469014,8106.644644,3,3,3
252,2160,1620,83,27.59216867,6.90625,81,2,0,27.17345679,6.90625,0.024096386,19.07500709,0,0,0,2,2,2
253,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2661,1502,219,42.66178862,6.120684282,51,24,48,35.58235294,6.120684282,0.585365854,18.21189375,7.2,5.654794521,1704.273843,2,2,2
255,1920,1080,542,12.16277985,1.153237052,490,43,3,11.38091837,1.153237052,0.085820896,12.39969867,0.050092764,0.04990792,4708.826128,3,4,3.5
256,3504,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1920,1080,3667,11.26811402,0.28023289,2651,383,211,10.12930969,0.28023289,0.183050847,2.052877589,0.896961806,0.845595026,6426.415878,4,4,4
258,5568,3712,198,130.373852,11.42091228,194,1,1,130.3649485,11.42091228,0.010204082,9.273471941,0.664720812,0.664720812,0,2,2,2
259,1920,1080,155,28.1981982,5.433962264,71,18,22,24.71478873,5.433962264,0.36036036,11.06679553,3.39887218,2.938379821,1098.219726,2,2,2
260,2160,1620,59,72.09915254,14.31747373,59,0,0,72.09915254,14.31747373,0,10.54554118,0,0,0,2,2,2
261,4000,2666,329,67.50706513,4.735745785,192,35,34,55.96067708,4.735745785,0.264367816,9.253790989,6.039491525,5.433706661,1880.927723,3,2,2.5
262,2784,1568,227,55.00286344,3.402654893,212,15,0,50.06863208,3.402654893,0.066079295,4.097409846,0,0,0,2,4,3
263,1792,1247,118,102.9427885,7.438857921,97,0,7,107.25,7.438857921,0.067307692,6.488206918,4.597297297,4.363536418,0,2,5,3.5
264,3840,1794,900,42.4494389,1.538159647,645,108,49,36.8155814,1.538159647,0.195760599,2.458716857,2.042009401,1.933102233,950.8469076,3,5,4
265,4160,2336,431,61.37410423,3.678344828,190,55,62,52.13736842,3.678344828,0.381107492,4.84196668,10.09390244,8.665299078,1409.928252,3,3,3
266,3968,2976,249,76.5755144,5.606160338,234,6,3,75.99508547,5.606160338,0.037037037,6.355369005,0.743902439,0.737927319,2351.529368,3,4,3.5
267,1205,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,6000,4000,377,93.43660477,4.878519528,344,33,0,86.03313953,4.878519528,0.087533156,3.505449199,0,0,0,3,3,3
269,1920,1080,110,26.18472222,6,101,6,1,24.61138614,6,0.064814815,12.68526986,0.220183486,0.220183486,532.2538966,2,3,2.5
270,6654,3757,69,155.6188406,28.2228744,69,0,0,155.6188406,28.2228744,0,17.29883612,0,0,0,2,1,1.5
271,6000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,3008,2000,286,23.95037037,3.342661692,239,23,8,22.62615063,3.342661692,0.114814815,13.49162751,0.625179856,0.609878251,2838.334534,3,3,3
273,1843,1229,64,148.6886719,12.94981684,55,9,0,131.8645455,12.94981684,0.140625,8.432170317,0,0,0,2,3,2.5
274,2445,1772,1551,23.05751128,0.577618409,1477,74,0,22.37549086,0.577618409,0.047711154,2.882571163,0,0,0,4,5,4.5
275,1560,2080,338,13.83282209,1.732921288,294,26,6,13.09778912,1.732921288,0.098159509,13.55248155,0.203012048,0.200008911,2981.019308,3,3,3
276,1620,1620,5,136.89,116.3738342,5,0,0,136.89,116.3738342,0,29.57490416,0,0,0,1,1,1
277,1920,1080,139,35.08814433,7.24742268,64,12,21,27.9953125,7.24742268,0.340206186,35.30959854,5.813983051,4.977438727,1668.326446,2,2,2
278,1728,1146,476,15.71735808,1.17240859,392,57,9,14.31135204,1.17240859,0.144104803,10.43737511,0.241970021,0.237903298,3736.116907,3,4,3.5
279,4283,2588,48,79.84791667,28.29365982,48,0,0,79.84791667,28.29365982,0,25.54124056,0,0,0,2,3,2.5
280,1620,1080,2522,17.06913396,0.306977257,1873,382,89,14.34148425,0.306977257,0.200938567,1.82148561,0.599260173,0.578350222,3569.519153,5,5,5
281,3024,3024,156,100.9806604,6.971603774,64,17,25,88.58203125,6.971603774,0.396226415,3.703186206,25.67824427,21.72774516,353.3774664,3,3,3
282,5184,3456,456,60.55411667,6.491052632,84,48,108,52.51071429,6.491052632,0.65,8.835980667,8.685775862,6.647666175,1809.333942,3,3,3
283,3584,2473,175,109.8823009,8.009774775,54,28,31,104.3842593,8.009774775,0.522123894,11.50004313,22.91944444,18.99039683,851.0793677,3,4,3.5
284,5696,3824,459,82.40846325,4.1032,378,66,5,70.83095238,4.1032,0.158129176,5.865238526,1.030837004,1.021853675,2706.112693,3,4,3.5
285,4000,3000,100,107.2863636,19.07920455,37,12,17,108.8175676,19.07920455,0.439393939,10.44615959,34.6060241,29.06906024,704.7818391,3,2,2.5
286,5472,3648,66,109.9137,27.835,50,7,3,99.026,27.835,0.166666667,14.3746028,4.507936508,4.371332371,429.5621785,2,2,2
287,3000,1800,44,103.2625,17.25832024,38,0,2,106.2815789,17.25832024,0.05,10.16985698,2.25,2.198863636,0,1,2,1.5
288,4032,3024,161,24.2172,9.834146341,92,15,18,22.03163043,9.834146341,0.264,23.19777576,1.91993007,1.717204535,3209.389216,2,1,1.5
289,6523,4127,24,209.675,84.11628472,23,1,0,204.0586957,84.11628472,0.041666667,14.26563238,0,0,0,1,1,1
290,4288,2848,467,62.41775853,3.519052925,302,36,43,50.6513245,3.519052925,0.207349081,4.079920325,4.931132075,4.487646964,1273.179246,3,2,2.5
291,3648,2432,384,113.5686475,5.440333333,125,49,70,105.7136,5.440333333,0.487704918,4.002924397,19.8888535,16.31507514,706.4866291,4,5,4.5
292,5906,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,4654,2820,122,71.8352459,13.64704245,109,13,0,59.33715596,13.64704245,0.106557377,10.40342886,0,0,0,2,2,2
294,2048,1297,1421,25.8292584,0.939153074,422,162,279,22.5563981,0.939153074,0.511008111,4.651702261,5.693082312,4.579305477,2467.505944,4,5,4.5
295,1280,854,114,40.50416667,5.080890837,55,14,15,34.26090909,5.080890837,0.345238095,13.67366064,5.637878788,4.945507709,1027.038477,3,3,3
296,6000,4000,1098,87.49690564,2.598425197,534,141,141,75.8295412,2.598425197,0.345588235,3.269808983,25.45428422,22.20874707,2279.023508,4,5,4.5
297,2000,1500,1333,8.637238399,0.65504255,803,179,117,7.027148194,0.65504255,0.26933576,8.311532267,0.704605263,0.643289276,5851.855276,3,3,3
298,1920,1080,594,5.583072917,1.018263889,562,5,9,5.602935943,1.018263889,0.024305556,12.97902509,0.088888889,0.087691732,998.4470743,2,3,2.5
299,3648,2736,573,40.62600349,2.426436464,547,26,0,36.09625229,2.426436464,0.045375218,7.149755408,0,0,0,3,3,3
300,4640,3480,284,68.84440789,8.508382675,53,33,66,61.85471698,8.508382675,0.651315789,8.102242412,15.98944954,12.32989243,928.4078323,3,4,3.5
301,3008,2000,248,97.4375,7.761443662,65,27,52,87.15384615,7.761443662,0.548611111,9.198730785,27.65306122,21.96634299,568.3798559,3,4,3.5
302,4000,2250,732,21.15093168,2.100260582,522,78,44,19.56465517,2.100260582,0.189440994,9.02635941,1.027906977,0.967524463,6092.974983,3,4,3.5
303,4032,3024,156,39.29102041,11.30464286,49,20,29,28.2542449,11.30464286,0.5,25.64554437,8.657228346,7.103366848,2987.821821,2,2,2
304,1920,1080,5,53.46,46.14373474,5,0,0,53.46,46.14373474,0,45.03764762,0,0,0,1,1,1
305,4000,3000,37,67.692,50.45,15,4,6,66.71333333,50.45,0.4,48.94298991,15.28870968,13.22266783,1137.849501,1,1,1
306,1800,1249,128,67.42653509,7.420004464,107,0,7,70.07126168,7.420004464,0.061403509,7.650478789,3.338842975,3.182334711,0,2,4,3
307,1920,1080,40,37.01710526,9.051315789,35,2,1,36.21285714,9.051315789,0.078947368,17.14338233,1.153846154,1.153846154,477.4486913,2,1,1.5
308,1920,1080,244,10.5659292,2.996149554,210,7,9,10.53380952,2.996149554,0.07079646,30.0135374,0.338297872,0.327206139,5537.58783,2,2,2
309,1734,1080,20,51.03,40.11056258,19,1,0,49.38157895,40.11056258,0.05,44.31561327,0,0,0,1,1,1
310,1848,2784,548,28.8205036,2.723327068,83,60,135,26.22831325,2.723327068,0.701438849,13.55087213,5.681113801,4.291936339,2080.335525,3,3,3
311,3072,2304,713,52.06100147,2.519553903,620,45,16,48.39810484,2.519553903,0.089574156,4.060016081,1.042682927,1.020747101,2475.592288,4,5,4.5
312,6000,4000,30,162.0696429,64.82142857,24,3,1,155.9375,64.82142857,0.142857143,21.92573242,3.793103448,3.793103448,148.1244712,2,2,2
313,1000,750,237,26.12134503,2.00788499,112,26,33,21.08303571,2.00788499,0.34502924,8.285002093,4.756862745,4.114585919,1089.566938,3,3,3
314,1920,1440,114,37.24035088,7.975471698,114,0,0,37.24035088,7.975471698,0,15.63154238,0,0,0,3,3,3
315,2451,1631,218,38.75848624,3.943142523,211,7,0,37.74194313,3.943142523,0.032110092,8.408953643,0,0,0,3,4,3.5
316,1600,838,21,74.89285714,15.12675467,21,0,0,74.89285714,15.12675467,0,13.01678678,0,0,0,1,1,1
317,4256,2454,201,27.86538462,5.854775449,118,35,16,22.57881356,5.854775449,0.301775148,41.84688817,1.333513514,1.23399758,5305.592121,2,1,1.5
318,7767,3776,401,53.72856642,5.719602234,358,40,1,44.72863128,5.719602234,0.102756892,10.08166953,0.15,0.15,1437.524243,2,2,2
319,2304,1728,24,211.15,47.55144696,19,2,1,195.6763158,47.55144696,0.136363636,11.61753556,6.22173913,6.22173913,193.2785966,2,4,3
320,1920,1440,1469,14.44578478,0.62137931,1359,95,5,13.81133186,0.62137931,0.068540096,4.438054861,0.035519126,0.035422409,6143.944744,3,4,3.5
321,4032,3024,437,56.13984576,3.461621984,316,49,24,47.42721519,3.461621984,0.187660668,5.118095808,3.260411622,3.088811011,1567.123852,3,4,3.5
322,2048,1365,252,54.13611111,3.292561475,237,15,0,51.72278481,3.292561475,0.05952381,5.231808285,0,0,0,3,4,3.5
323,7753,4587,508,20.43301887,4.574865785,329,53,42,19.6831307,4.574865785,0.224056604,21.88058793,1.445493562,1.328829712,11102.42878,3,2,2.5
324,4216,2372,56,67.64285714,21.04127976,56,0,0,67.64285714,21.04127976,0,23.5706897,0,0,0,2,1,1.5
325,1944,1296,1165,12.53753739,0.616661876,793,129,81,11.5314628,0.616661876,0.209371884,3.694799335,0.755719557,0.703824652,2998.156115,3,3,3
326,5204,2300,15,119.61,141.1958252,15,0,0,119.61,141.1958252,0,54.5232803,0,0,0,1,1,1
327,5760,3840,578,33.500553,4.895049505,294,68,72,28.58061224,4.895049505,0.322580645,11.93312638,3.296343874,2.891429661,5214.3201,4,5,4.5
328,5472,3648,69,125.6007246,20.48695652,66,3,0,120.255303,20.48695652,0.043478261,15.78422462,0,0,0,2,2,2
329,4928,3280,584,40.52211896,3.304351673,470,45,23,39.00425532,3.304351673,0.126394052,9.184046656,1.361853832,1.31055112,4692.596415,3,4,3.5
330,1000,662,1619,14.08480144,0.350417071,1258,10,117,14.59272655,0.350417071,0.091696751,1.777662989,1.435519308,1.332665546,3210.731172,3,3,3
331,3840,2160,233,123.7553254,9.216818182,111,26,32,111.9849099,9.216818182,0.343195266,7.692735931,26.07313433,22.60417654,545.7659326,3,3,3
332,4000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2736,3648,278,86.53722222,6.171317829,247,19,4,81.75890688,6.171317829,0.085185185,7.87578283,0.949452555,0.939206664,1732.414246,3,4,3.5
334,1280,1920,877,26.95595084,1.279538905,629,92,52,22.86677266,1.279538905,0.186287193,4.637889184,1.278787879,1.204422791,1807.875616,3,5,4
335,1800,1146,492,26.98422131,1.24992827,432,54,2,24.27430556,1.24992827,0.114754098,5.750169978,0.075510204,0.075356728,1832.697011,3,4,3.5
336,4500,3000,308,24.33503521,5.268045775,247,25,12,22.21639676,5.268045775,0.13028169,23.61126813,0.979222973,0.944250724,4624.824591,2,2,2
337,4320,3240,580,24.07270531,4.764178744,249,82,83,19.26084337,4.764178744,0.398550725,25.32484566,2.618410463,2.248221397,7967.255188,2,2,2
338,3980,2239,1698,21.00020833,1.128429705,719,232,249,19.51189152,1.128429705,0.400833333,5.076929409,3.101380262,2.648410707,5654.882082,3,5,4
339,5396,3483,894,32.87290076,2.081661248,603,129,54,27.56343284,2.081661248,0.232824427,7.671775288,2.184642857,2.055128236,4948.098085,3,4,3.5
340,3840,1712,239,16.88990148,6.208011408,147,38,18,14.25748299,6.208011408,0.275862069,39.32288651,1.352036199,1.25586626,4147.900868,2,2,2
341,2592,1944,230,41.09855769,2.840012376,172,25,11,37.52180233,2.840012376,0.173076923,7.649073357,2.587442922,2.474945404,1510.696874,3,4,3.5
342,4136,2392,1006,44.71721311,1.71344721,828,133,15,38.87952899,1.71344721,0.151639344,4.457696616,0.503632694,0.496623889,2172.116674,4,5,4.5
343,1920,1275,700,10.76245059,1.145940915,330,79,97,9.094242424,1.145940915,0.347826087,9.558048846,2.341625207,2.020488036,4884.027182,3,4,3.5
344,4496,3000,462,57.31420863,4.424193841,133,53,92,46.32706767,4.424193841,0.521582734,7.286264924,15.22581081,12.22678747,2004.387963,3,4,3.5
345,2500,1667,51,101.2384138,26.24431034,13,5,11,69.98538462,26.24431034,0.551724138,9.306817998,96.70805,77.74568725,349.7617757,1,1,1
346,3888,2592,7126,13.44017955,0.340699167,3790,834,834,12.89833773,0.340699167,0.305606449,2.19276635,1.684837889,1.487887291,7881.082577,4,4,4
347,4640,3480,234,14.85973451,8.510361357,206,16,4,14.1,8.510361357,0.088495575,63.45963252,0.217391304,0.214604236,13685.26525,2,1,1.5
348,5784,2722,106,114.6858491,14.23007126,106,0,0,114.6858491,14.23007126,0,12.90811931,0,0,0,3,1,2
349,3008,1132,778,24.1357967,1.306638514,719,47,4,22.43849096,1.306638514,0.066233766,3.742581752,0.096899225,0.096525577,3519.555902,2,4,3
350,1920,1080,932,4.450671642,0.862087264,453,86,131,4.455629139,0.862087264,0.323880597,15.03746277,0.689138577,0.593014097,6990.172341,0,3,1.5
351,1920,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
352,1920,1080,127,21.46705882,5.759259259,50,14,21,19.742,5.759259259,0.411764706,17.73410768,4,3.37007874,859.0588767,2,1,1.5
353,2647,1553,323,12.85241158,2.538177921,257,48,6,11.22782101,2.538177921,0.173633441,22.84393704,0.362776025,0.357160297,9181.873792,3,2,2.5
354,2592,1728,977,30.12045855,1.749385797,252,110,205,27.94781746,1.749385797,0.555555556,5.063124925,7.404015544,5.85803891,2514.120055,3,5,4
355,2732,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,4832,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1350,900,38,51.88541667,15.9109375,12,5,7,41.35416667,15.9109375,0.5,16.29832494,10.32096774,8.691341256,235.2361814,2,1,1.5
358,4320,3240,480,46.8942402,4.976373153,298,74,36,41.02399329,4.976373153,0.269607843,13.19350867,5.773986486,5.352966639,3773.817235,3,4,3.5
359,3401,2304,492,29.77569444,2.846809524,352,50,30,27.33849432,2.846809524,0.185185185,12.28653077,2.481168831,2.334921075,4703.775389,3,3,3
360,2000,1000,794,11.05613811,0.832860453,766,10,6,10.9502611,0.832860453,0.020460358,6.801032875,0.078680203,0.078184736,4924.784209,3,4,3.5
361,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,4752,3168,315,32.76104418,5.161469388,174,42,33,25.97068966,5.161469388,0.301204819,16.47169857,4.287234043,3.851705505,4290.385154,3,3,3
363,4000,3000,42,42.93095238,19.5394375,37,5,0,31.12972973,19.5394375,0.119047619,44.11931334,0,0,0,2,2,2
364,4000,1468,195,24.21273292,5.970599788,120,24,17,20.66875,5.970599788,0.254658385,31.62941827,2.672752809,2.453450014,2372.607565,2,2,2
365,3872,2592,87,97.47457627,17.82932203,36,9,14,95.75694444,17.82932203,0.389830508,22.75097006,15.58767123,13.25847898,1082.999342,2,2,2
366,3264,2448,241,51.47208556,6.357581967,140,20,27,39.57678571,6.357581967,0.251336898,20.53505838,6.535560748,5.830479505,1281.995707,2,3,2.5
367,4608,3456,207,47.28333333,6.946046512,78,12,39,34.51987179,6.946046512,0.395348837,27.07125537,7.302380952,5.961847251,1719.835056,2,3,2.5
